GK2A_17;Alcatéia das Nuvens / Pride of the Clouds;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479753,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=4677;Kit de Guilda: Azorius;;;;;;
MB1_976;Alcateia de Hienas / Hyena Pack;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479791,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=40614;Mystery Booster;;;;;;
IN_275;Alcatrão Fumegante / Smoldering Tar;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=315,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=8516;Invasao;;;1.000,00;;;
VLTC_124;Alce da Floresta das Trevas / Mirkwood Elk;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480239,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=69199;Contos da Terra Media Commander (Variants);;;;;;
SSLTC_443;Alce da Floresta das Trevas / Mirkwood Elk;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480321,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=69199;Contos da Terra Media Commander (Showcase Scrolls);;;;;;
LG_11;Alchor's Tomb;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=226,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=11848;Legends;;;;;;
DKA_125;Aldeão Menosprezado / Scorned Villager;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=310,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=24271;Ascensao das Trevas;;;;;;
VOW_157;Aldeão Temeroso / Fearful Villager;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479876,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=61863;Innistrad: Voto Carmesim;;2;0,91;PT/EN   [Português / Inglês];NM   [Praticamente Nova];Foil
VOW_157;Aldeão Temeroso / Fearful Villager;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479876,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=61863;Innistrad: Voto Carmesim;;51;0,30;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
DBL_424;Aldeão Temeroso / Fearful Villager;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479882,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=61863;Innistrad: Double Feature;;;;;;
HL_111;Aldeia de An-Havva / An-Havva Township;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=223,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=11324;Terras Natais;;;;;;
EAWHO_497;Aldeia Fortificada / Fortified Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480330,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=35554;Doctor Who (Extended Art);;;;;;
ESWHO_1088;Aldeia Fortificada / Fortified Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480331,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=35554;Doctor Who (Extended Art Surge Foil);;;;;;
SFWHO_871;Aldeia Fortificada / Fortified Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480333,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=35554;Doctor Who (Surge Foil);;;;;;
SLC207_22;Aldeia Fortificada / Fortified Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480446,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=35554;Secret Lair Commander: Raining Cats and Dogs;;;;;;
UL_143;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=215,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;O Legado de Urza;;;3,95;PT/EN   [Português / Inglês];HP   [Muito Usada];
UL_143;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=215,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;O Legado de Urza;;;4,10;PT/EN   [Português / Inglês];SP   [Usada Levemente];
SUM_2;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=289,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;Summer of Magic;;;;;;
FNMP_50;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=297,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;Friday Night Magic;;;29,44;PT/EN   [Português / Inglês];NM   [Praticamente Nova];Foil
JRE_1;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=346,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;Japanese Release Events;;;;;;
DDAGVL_27;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=43493,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;Duel Decks Anthology: Garruk vs. Liliana;;;2,10;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
WCD_19990313;Aldeia nas Copas / Treetop Village;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=440839,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9518;World Championship Decks;;;;;;
WCD_20040436;Aldeia nas Copas (ML-99) / Treetop Village (ML-99);https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=440839,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=54893;World Championship Decks;;;;;;
ISD_209;Aldeões de Estwald / Villagers of Estwald;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=175,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=228;Innistrad;;;;;;
MR_7;Aleatório / Aleatory;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=222,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=10993;Miragem;;;;;;
ELD_198;;https://www.vilacelta.com.br/?view=ecom/admin/stats/bestsellers&tcg=1&search_extras=0&page=3&position=276&search_period=1&search_date=11/03/2024#276,https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479771,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=55196;Trono de Eldraine;;2;4,95;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
CELD_382;Alegria dos Fora da Lei / Outlaws' Merriment;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479774,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=55196;Trono de Eldraine (Variantes);;;;;;
PLIST_737;Alegria dos Fora da Lei / Outlaws' Merriment;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479828,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=55196;The List;;;;;;
VWOC_1;Alela, Conquistadora Ardilosa / Alela, Cunning Conqueror;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480301,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=70245;Terras Selvagens de Eldraine Commander (Variants);;;;;;
SLD160_1197;Alela, Provocadora Ardilosa / Alela, Artful Provocateur;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480195,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=54995;Secret Lair Drop Series: Legendary Flyers (Not That Kind);;;;;;
EXBRO_340;Além das Trincheiras / Over the Top;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480043,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=67113;A Guerra dos Irmaos (Extended Art);;;;;;
MT_149;Além Primordial / Primal Beyond;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=187,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2695;Alvorecer;;1;14,90;PT/EN   [Português / Inglês];HP   [Muito Usada];
FECMR_570;Alena, Armadilheira de Kessig / Alena, Kessig Trapper;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479825,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=57073;Commander Legends (Foil Etched);;;;;;
VVOC_49;Alento dos Insones / Breath of the Sleepless;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479880,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=62103;Innistrad: Voto Carmesim (Commander Variantes);;;;;;
IA_39;Alento dos Sonhos / Breath of Dreams;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=313,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=4216;Era Glacial;;;;;;
P3K_1;Alert Shu Infantry;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=276,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=20489;Portal Three Kingdoms;;;;;;
PLIST_1424;Alerta Máximo / High Alert;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479828,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=52755;The List;;;;;;
PTC_128;Alesha, a Que Sorri Para a Morte / Alesha, Who Smiles at Death;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=286,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=30692;Prerelease Events;;;;;;
MB1_837;Alesha, a Que Sorri Para a Morte / Alesha, Who Smiles at Death;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479791,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=30692;Mystery Booster;;4;1,25;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
SLD107_1007;Alesha, a Que Sorri Para a Morte / Alesha, Who Smiles at Death;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479924,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=30692;Secret Lair Drop Series: Pride Across the Multiverse;;;;;;
FE2X2_447;Alesha, a Que Sorri Para a Morte / Alesha, Who Smiles at Death;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479983,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=30692;Double Masters 2022 (Foil Etched);;;;;;
PLIST_895;Alexander Clamilton;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479828,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=56189;The List;;;;;;
PR_28;Alexi, Maga Zefiriana / Alexi, Zephyr Mage;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=211,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=8624;Profecia;;;;;;
Y22_48;Alfa da Alcateia Geist / Geistpack Alpha;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479887,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=62459;Alquimia: Innistrad;;;;;;
Y22_36;Alfa da Ira Sanguinária / Bloodrage Alpha;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479887,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=62476;Alquimia: Innistrad;;;;;;
EMN_222;Alfas Reunidos (Intro Pack) / Assembled Alphas (Intro Pack);https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=81713,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=57950;Lua Arcana;;;;;;
MT_1;Alferes de Ballyrush / Ballyrush Banneret;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=187,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2547;Alvorecer;;;;;;
MT_64;Alferes de Lança-Sapos / Frogtosser Banneret;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=187,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2610;Alvorecer;;1;0,70;PT/EN   [Português / Inglês];MP   [Usada Moderadamente];
MT_88;Alferes de Lareiluz / Brighthearth Banneret;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=187,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2634;Alvorecer;;;;;;
MT_51;Alferes de Riacho Rochoso / Stonybrook Banneret;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=187,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2597;Alvorecer;;;;;;
PLIST_79;Alferes de Riacho Rochoso / Stonybrook Banneret;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479828,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2597;The List;;;2,90;PT/EN   [Português / Inglês];NM   [Praticamente Nova];
MT_114;Alferes do Bosque / Bosk Banneret;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=187,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=2660;Alvorecer;;;;;;
RFRVR_340;Alfinetada nos Críticos / Skewer the Critics;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480407,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=52845;Ravnica Remasterizada (Moldura Retro);;;;;;
AN_42;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=228,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Arabian Nights;;;;;;
4E_172;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=236,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Quarta Edicao;;;;;;
RV_134;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=237,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Revised Edition;;;;;;
5E_214;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=312,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Quinta Edicao;;;;;;
7E_304;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=322,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Setima Edicao;;;;;;
4EB_172;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=338,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Quarta Edicao (BB);;;;;;
RVB_257;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=351,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Revised Edition (BB);;;;;;
SUMMER_257;Alforjes de Jandor / Jandor's Saddlebags;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=377652,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12187;Revised Edition (Summer Magic Edgar);;;;;;
US_274;Algas Disseminadas / Spreading Algae;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=216,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9792;A Saga de Urza;;;;;;
8E_281;Algas Disseminadas / Spreading Algae;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=234,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=9792;Oitava Edicao - Kit Basico;;;;;;
AP_14;Algemas da Degeneração / Manacles of Decay;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=209,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=7832;Apocalipse;;;;;;
CS_6;Algemas Gélidas / Gelid Shackles;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=193,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=3774;Frente Fria;;;;;;
PTC_85;Algoz Indulgente / Indulgent Tormentor;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=286,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=28812;Prerelease Events;;;;;;
PTC_199;Alhammarret, Juiz Supremo / Alhammarret, High Arbiter;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=286,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=31810;Prerelease Events;;;;;;
MBP_124;Alhammarret, Juiz Supremo / Alhammarret, High Arbiter;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=308,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=31810;Media Inserts (EN);;2;3,85;PT/EN   [Português / Inglês];NM   [Praticamente Nova];Foil
FECMR_548;Alharu, Ritualista Solene / Alharu, Solemn Ritualist;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479825,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=57954;Commander Legends (Foil Etched);;;;;;
AN_5;Ali Babá / Ali Baba;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=228,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12116;Arabian Nights;;;;;;
4E_6;Ali Babá / Ali Baba;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=236,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12116;Quarta Edicao;;;;;;
4EB_6;Ali Babá / Ali Baba;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=338,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12116;Quarta Edicao (BB);;;;;;
RE_3;Ali Babá / Ali Baba;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=349,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12116;Renaissance;;;;;;
RI_3;Ali Babá / Ali Baba;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=350,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12116;Rinascimento;;;;;;
AN_6;Ali from Cairo;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=228,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=12118;Arabian Nights;;;;;;
AN_6B;Ali from Cairo (Yellow Dot);https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=228,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=62361;Arabian Nights;;;;;;
VMOC_98;Aliança Cavaleiresca / Chivalric Alliance;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480198,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=68404;Marcha das Maquinas: Commander (Variants);;;;;;
VVOC_70;Aliança de Casamento / Wedding Ring;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=479880,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=61801;Innistrad: Voto Carmesim (Commander Variantes);;;;;;
EAWHO_468;Aliança de Casamento / Wedding Ring;https://www.vilacelta.com.br/?view=ecom/itens&tcg=1&txt_edicao=480330,https://www.vilacelta.com.br/?view=ecom/item&tcg=1&card=61801;Doctor Who (Extended Art);;;;;;
